Critic,4,80,FALSE,88,Chicago Sun-Times,To be sure, we get a classic comic book movie storyline about a megalomaniacal madman intent on taking over the world, but there’s often a relatively light tone to the proceedings. This is a throwback piece of pure pop entertainment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critic,1,20,TRUE,80,The Observer (UK),While some sections of the globe-trotting plot strike a baggy, backward-looking note, it’s the smaller moments that make this fly, particularly when the film uses fantasy to turn horribly real everyday harassments into moments of air-punching triumph.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,0,EdCoopDeville,This review contains spoilers, click expand to view.                                                                                               What I didn't like was the fact that they bring Steve back as a spirit that possesses some random guy's body, and that Diana and Steve, while possessing this man's body, are not only in this man's home, and trying on his clothes, but she has sex with this possessed man in his bed. If this wish stone made other people's wishes come true, and created giant walls and made other things materialize, then why didn't they just bring Steve back in his own body? Why did he have to take over this random man's life, who basically has no say in the matter? I'll bet you if the roles were reversed, and Batman or Superman wished for a dead lover to come back, and it possessed some random woman's body, and they had a scene with them waking up together in bed, that there would have been an uproar, because isn't that considered rape? Having sex with someone who's drunk or drugged, and not in control of their body or able to give consent, isn't that considered rape? And in the remainder of the movie this man, who is possessed by the spirit of Steve Trevor, is put into various perilous situations and even shot at and I don't think that's cool. Plus, I thought you only get one wish, so why did Barbara get two wishes? Her first wish to become like Diana, then the second wish to become an apex predator/Cheetah? That completely contradicts what we were told in the beginning of the movie. And why are all the men portrayed as catcalling jerks (i.e., except for Steve Trevor)? And why is there a little boy just roaming around unattended in various offices and facilities, and in the one of the last scene's he's stranded and walking alone on a stretch of highway, and at the end comes running out of the woods by himself? Where's his mother or guardian? Also, how does a man (Steve Trevor) who only flew planes in the 1940's able to fly a military jet that has 1980's technology? I think there are too many plot holes and things that make no sense, and that are just wrong and cringeworthy, especially the fact that a superhero has sex with a non-consenting possessed man. That's just wrong on so many levels and this movie is just wrong on so many levels.,,,,,
User,1,2,FALSE,3,ursolovely,Boring. nothing of substance. rehashing a storyline that didn't need to be made.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,3,Rishthewishfish,This review contains spoilers, click expand to view.                                                                                               Extremely cheesy. No consistency in what's going on, even for a super hero movie. She literally gives up the love of her life and immediately moves on into a heroic sequence. Supporting actors then have to play an overly dramatic villainous sequence for literally less than 15 minutes and then are immediately foiled. There was no climax to the movie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,2,Steyraus,Man what happened here.  The first Wonder woman fil is one of my favorite super hero movie.. Diana was bad arse. 1984 is just cringe and I didnt even like Diana, ..Why did happen, rhe first film wad motivating and thought provocing, 1984 isMan what happened here.  The first Wonder woman fil is one of my favorite super hero movie.. Diana was bad arse. 1984 is just cringe and I didnt even like Diana, ..Why did happen, rhe first film wad motivating and thought provocing, 1984 is just crap flavored pop corn.. Even with so many amazing actors.. How did this hapoen..,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,2,jtwoodall,I still sit in disbelief that this movie was so bad.  And I've seen nearly EVERY Nic Cage movie.  DC Comics needs to fire everyone on the movie side and retool.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Sammycal,Only reason this gets a 3 is I could see this helping people with insomnia fall asleep. Genuinely the most boring movie of the last 10 years, and there are plot holes that are very confusing. There are 2 minutes of cool action and the firstOnly reason this gets a 3 is I could see this helping people with insomnia fall asleep. Genuinely the most boring movie of the last 10 years, and there are plot holes that are very confusing. There are 2 minutes of cool action and the first scene is cool but that's about it. The CGI is absolutely terrible as well. I made a metacritic account in the hopes that I could convince someone not to waste 150 valuable minutes of their life watching this putrid film.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,3,Brunesco,Larga, predecible, aburrida.Villanos desperdiciados. La dirección de actores está hecha desde el cliché y no desde el conflicto de poder de cada uno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,1,porkrind,Despite the lesson taught to me by this film, if I could get my hands on that stone, I would most fervently wish for that 2.5 hours back, regardless of the other personal cost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,5,10,FALSE,0,ItsCFLo,I wanted to love this movie so much, the first Wonder woman film was amazing and with so much heart, personality and excitement. Wonder woman 1984 is a disaster of a film, so many plot holes, ridiculous concepts and ideas so badly executed. II wanted to love this movie so much, the first Wonder woman film was amazing and with so much heart, personality and excitement. Wonder woman 1984 is a disaster of a film, so many plot holes, ridiculous concepts and ideas so badly executed. I really wanted to love this film, but it was impossible for me to ignore how bad it was and I was especially disappointed that I saved this to be my first movie theater experience after spending months locked up at home because of the pandemic just to be thoroughly disappointed with such a bad film.,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,1,Spiralus,Unwatchable.  Had to turn it off. It was like they were trying to make it as bad as possible. Im amazed reviews are as high as they are. Never trusting rotten tomatoes again .google needs to get clear of them. Quickly.   I have now idea howUnwatchable.  Had to turn it off. It was like they were trying to make it as bad as possible. Im amazed reviews are as high as they are. Never trusting rotten tomatoes again .google needs to get clear of them. Quickly.   I have now idea how to account for the positive reviews. Specifically: there is no consistency world building, no clear motivation for anything (apart from the villain's motive for being bad), characters, items, cars appear from nowhere. Rules shift incoherantly. Pacing is bad. The action scenes are hard to follow even if you accept their blatant omission of the laws of physics  ( for example a machine gun  barrel is bent by a normal person .) It's a crazy quilt and tour de force of incompetance. Hopefully there ais no more work anywhere for whoever was in charge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,toroburn,This is a very poor and confused film. From the opening scenes through to its' thoroughly tedious ending it appears to have been made to test patience. The cgi is lacklustre for such a big budget film. The stadium scene at the beginning hasThis is a very poor and confused film. From the opening scenes through to its' thoroughly tedious ending it appears to have been made to test patience. The cgi is lacklustre for such a big budget film. The stadium scene at the beginning has some of the worst compositing I've seen. Nothing seems to have weight lending a risible lightness to the Amazon's games. The thing is it is not so bad that you could enjoy this ironically. Hard Pass.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,generosod,I’m so disappointed. The movie didn’t get me, the story is so confuse and we have gaps in the middle turn some things completely non sense. The only character I enjoyed was Barbara. All the rest was meh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,Ajjj,Gets a 2 for gal gadot being good.  Movie was surprisingly terrible. The first movie I actually thought was decent so I hoped this movie would improve in that. It didn’t and this is the worst movie I’ve seen in years.  Don’t watch this movie.Gets a 2 for gal gadot being good.  Movie was surprisingly terrible. The first movie I actually thought was decent so I hoped this movie would improve in that. It didn’t and this is the worst movie I’ve seen in years.  Don’t watch this movie. Even on some hush hush which I was on it still was terrible.  Imagine seeing this movie sober.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,Jarod99,The movie was gawd awful it was slow, boring had a completely silly script and two goofy villains. And dint even get me started on the cgi the original spidermans had better cgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,0,Rufasa,bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,3,Mooseman13,This movie is unbearably cheesy and not in a funny and/or charming way. The acting is absolutely horrid from almost all of the cast members, (including Gal Godot,) but maybe that's more of the fault of the godawful script rather than theThis movie is unbearably cheesy and not in a funny and/or charming way. The acting is absolutely horrid from almost all of the cast members, (including Gal Godot,) but maybe that's more of the fault of the godawful script rather than the skills of the cast. I mean you're not giving them much to work with here,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,1,Alysse,Boring and slow.  First 45 to 50 minutes nothing happens.  Two villains wasted.  First movie was way better.  Mid credits scene was nice, but predictable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,Bandit7199,Just not a good movie. The plot is horrible. I was really hoping for more from the sequel after the first movie. Disappointed.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,2,scottatl,I was looking forward to a fun few hour escape, but I did not find one.  The best part was the appearance by Linda Carter!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Koolhaus,I loved the first movie even more than it’s average review score. WW 1984 absolutely not unfortunately as I was really looking forward to the sequel. The biggest problem is that 1984 completely lost the soul of the first one due to all of theI loved the first movie even more than it’s average review score. WW 1984 absolutely not unfortunately as I was really looking forward to the sequel. The biggest problem is that 1984 completely lost the soul of the first one due to all of the very disappointing over acting. Is 1984 trying to be a slapstick comedy? An anagram of 80’s bad comedy movies? There are sections that are reminiscent of the first movie but there are too many hokey parts in 1984 that makes one wonder what the director was trying to illicit. Too bad. Love Gal Gadot and Chris Prine who have for the most part great on screen chemistry.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Maxwellmade,“please check in on your friends this holiday season. some are alone for the first time and might resort to watching wonder woman 1984” - Desus I’m not sure what happened during production or if COVID is to blame but man is this one“please check in on your friends this holiday season. some are alone for the first time and might resort to watching wonder woman 1984” - Desus I’m not sure what happened during production or if COVID is to blame but man is this one disappointing. Definitely enjoyed the first Wonder Woman outing and despite Gadot’s political beliefs I think she is the definitive Wonder Woman this sequel though is an absolute mess. Kristen wiig is the only real highlight of this film otherwise it legit feels like an ai generated this movie after watching all the 70s and 80s bad superman/superhero movies. I’m fine with campy but this entire movie felt bizarre like it didn’t know what it wanted to be, like it 4 different films running at the same time at such a sluggish pace while overstaying it’s welcome. Lots of weird things happen and it all feels off kilter down to the script and reactions of characters, the film never seems to understand or follow the rules of its reality. The end just happens with no real resolute or cloture just an abrupt Christmas scene that just feels ham fisted. If you’re on HBO Max you’re better off watching Birds Of Prey, definitely the best live action comic movie this year and very enjoyable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,0,pavelcsh,It is worse than Schumacher's batman so far and the worst DC movie, with senseless script and tons of DC universe mistakes. Doesn't look like a 200 mil blockbuster, more like low budget Christmas movie for 7y.o. kids instead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,2,Peaceduke,Movie so nonsensical and filled with plot holes you're tired counting your WTFs by the time it ends.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,theirrelephants,its for free on HBO for a reason, guys.also why do they keep casting gal gadot in anything, the woman is barely a better actor than kristen stewart, who cant act AT ALL.  I'll give it a three because it was so bad that the girl who demandedits for free on HBO for a reason, guys.also why do they keep casting gal gadot in anything, the woman is barely a better actor than kristen stewart, who cant act AT ALL.I'll give it a three because it was so bad that the girl who demanded we watch it now understands my dislike of super hero garbage.,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,5,Toffenuff,A big disappointment after the awesome first movie.The film starts off well enough, but it drags and slows down after the opening and gets... boring. I figured out the plot easy enough within the first 20 minutes after the opening scene. IA big disappointment after the awesome first movie.The film starts off well enough, but it drags and slows down after the opening and gets... boring. I figured out the plot easy enough within the first 20 minutes after the opening scene. I was checking my phone halfway through to help keep myself awake (we watched at night), which I don't normally do when watching movies. Super corny, campy, and sometimes even downright stupid. Seriously. Some of the special effects scenes are also very... old-timey (obviously fake) and weird. When using CGI, you should never call the audience's attention to the fact that green screens are being used... it's that bad. Movies using special effects should always try to make it realistic and believable. This one fails at it. Heavy on the messaging, which is nice enough in these tough times, but a little too heavy and lots of spoon-feeding. Will never watch this again and I'm glad I didn't spend money to see it in theaters.,,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,3,Potez,Did I miss something or 13yo girls are directing movies nowadays?After watching movie I felt so angry for white men (being white boy ma self). I rate this movie 10 out of 10 cringes.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,0,dontadow,This review contains spoilers, click expand to view.                                                                                               This movie is cat woman bad. I can't imagine how in the world anyone can see this movie is ... even decent.  Let's look at all these bad plot points. There's a magic wishing stone that drives everything about the movie. Woman womans invisible jet, steve trevors return, cheetah, maxwell lord.  There's no c haracter development, just a deux ex machina that makes everything. And there's no answer as to how maxwell knows so much about the stone. Characters jujmp from one set to another with no real understanding. Steve Trevor, from 1942, Can drive a car from the 80s ,a modern age plane and seems aware of everything going on. It's like captain america if it was written by a 6-yerar old.  Wonder woman, for 40 years doesn't see anyone else. She just waits for a man.  And are we going to talk about the life of the man he took. Did he have ajob? If he were a woman, wouldn't we say somthing that she's having non consientual sex .  And why is this movie 2 and a half hours.  This plot meanders. We don't learn anythinig that changes the plot in the last half of the movie.,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Van_Daniel,It's actually hard to believe that the first and second parts were directed by the same person. this is what happens when the script is written by an inexperienced director other than a professional writer, I guess. The actors did their jobIt's actually hard to believe that the first and second parts were directed by the same person. this is what happens when the script is written by an inexperienced director other than a professional writer, I guess. The actors did their job well. Decorations, installations, effects - no, you can't blame them. The main problem is theboring idealess illogical and just very-very poor script.The only reason to watch this movie is if you have a five year old daughter, but its hard to belive that someone who watch cinema movies more then once a year can be intrested in this.,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,1,Nihelus,This review contains spoilers, click expand to view.                                                                                               I can't believe the same director and many of the same writers that made the first movie made this garbage.  I think this may be the single worst DC live action movie that has been made. The characters and the plot seem like they're taken directly from a teenagers fan fiction rather than from real Hollywood writers.Every character in this movie is a terrible human being except Chris Pine's character (kinda) and the son of the main villain.  Everyone.  Is Diana or another woman walking down the street?  Every single man they pass will start sexually harassing them.  I was a police officer for nearly a decade.  I know full well these types of guys exist and are more common than they should be.  They're still a small percentage of people though, and Hollywood's insistence on portraying all men as evil is just getting old.*****spoilers from here on*****The plot holes in the movie are hard to get past.  They're so obvious they completely ruin the movie.  Diana's powers are extremely inconsistent as well.  When she's fighting the convoy she has the strength to push a huge truck sideways at extremely high speeds down the highway.  Then a few minutes later while hanging off the side of a truck, Diana can't kick a truck to crush her over and just gives up, willing to be crushed to death.  Kicking that truck over should be 100x easier than what she JUST did, or she could at just flip up onto the top of the truck she's hanging from.  Diana's choice in this scene is just bizarre.  Later in the movie the main villain starts granting wishes to everyone.  These wishes are cursed and can be renounced.  Diana's plan is to broadcast to the world (magically I guess, since she JUST destroyed the camera equipment) is to appeal to everyone's humanity to renounce their wishes.  If this movie wasn't written by idiots, they would have had all wishes reversed when the main villain eventually reversed his.  But no, people kept renouncing after that.  What kind of naive writer thinks all those people are going to renounce their wishes?  No, human beings aren't nearly that altruistic.  Millions of people would think, that's for everyone else.  It wouldn't hurt if I kept mine.  I mean, Diana just physically fought her friend over this exact issue!  On top of this, the reversals are very inconsistent.  Some areas are still super trashed, while some areas are magically fixed.  Worse, some actions not even connected to wishes were reversed.Then there's the ending, where Diana meets the man she was willing to erase from existence so her boyfriend could live again.  What does she do?  She flirts with him!  What a psychopath! This doesn't even cover all of the plot holes I found, much less the ones I read about online after watching it.  I'm just tired of wasting any more of my time than I already have on this terrible movie.  I truly hope the writers put SOME effort into writing a decent script for the third movie.  What a disappointment.,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Srecocovic,Terrible pacing, dear lord the potholes. And don't you try to defend it with your social justice warrior female empowerment  crap. This movie is simply  a disappointment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,3,kirkender,WW84 is real bad. It's overly long, super boring, and just utter nonsense. The plot revolves around *wishes* which makes the stakes super ambiguous and ridiculous. The 80's setting is largely wasted by being completely politically inert andWW84 is real bad. It's overly long, super boring, and just utter nonsense. The plot revolves around *wishes* which makes the stakes super ambiguous and ridiculous. The 80's setting is largely wasted by being completely politically inert and quite regressive considering the potential of a character that is Wonder Woman. She spends the entire film just wanting to be with her dead boyfriend and is the least impactful character in her own film. This stinks of garbage old white producers refusing to allow a woman superhero movie to actually be about something or try to say something. Pedro Pascal is fun, and hams it up in every scene, but his villainous motivation is completely stupid. DC movies are all pretty bad, and this one stings harsher after the first WW being mostly okay. It's 2 hours 30 minutes and it drags every second. The CGI is really lackluster and the potential of Kristen Wiig's Cheetah is completely wasted. Actually, wasted potential is the perfect way to describe WW84 overall.,,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,3,nkuk,I was looking forward to watching this, I enjoyed the first WW film, but this is nowhere near as good. The CGI is really bad, it looks really fake, particularly the scene in the mall, it looks more like a computer game than a movie. The storyI was looking forward to watching this, I enjoyed the first WW film, but this is nowhere near as good. The CGI is really bad, it looks really fake, particularly the scene in the mall, it looks more like a computer game than a movie. The story is also full of moralising and is over long and very boring, I was hoping for more 80's elements but that was wasted along with my time watching this lame sequel.,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,5,JDDallas1,This review contains spoilers," click expand to view.                                                                                               3 Things I thought right after seeing this movie:1) Jeez DC you're better than this..this is NOT gonna help you on the ""MARVEL Vs DC SCOREBOARD""2) I am I being unfair? This IS a comic book movie..""suspension of disbelief"" is necessary for any movie like this..right? BUT THIS MUCH?!3) Thank God I didn't waste my time and money going to see THIS in the theatre I'm gonna give this a (very generous) 5..cuz I think I now understand the intended audience for this..which I can only imagine is elementary school girls..little girls obviously because the message is clear..today a woman can be anything..strong", smart," beautiful and the ""hero"".  Instead of wanting around to be saved by men..Wonder Woman can be the savior all by herself. Nevermind that everyone from Disney to James Cameron has been trumpeting this same message..yet doing so in a way that doesn't insult one's intelligence. If it wasn't for the fact that I was watching it with my now teen daughter who saw the original a few years back and loved it..I think I would've turned it off right about the time a WWI Bi-plane pilot knew how to instinctively fly a modern jet that despite somehow being a museum piece was fully fueled", primed and prepped to make a non stop flight to Eqypt (that fact that it was able to turn invisible soon after takeoff seems almost plausible by comparison).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,3,ThePeoplesVoice,I’m so sad and angry about the movie. I genuinely love Wonder Woman. It’s easily a top 5 character. But this movie is full of plot holes. The reason why they stuff is badly explained. It feels more like scenes glued together then an actual movie.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,3,PowSmackBlam,It's shocking how many people are giving this an above average score. This movie was surprisingly bad," like ""I'd rather watch Batman Forever"" bad.Seriously", stop paying money for DCU movies, they have monkeys at the wheel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,WhatsUpDoC,This movie is filled with so many plot holes, you'll have to get your mental faculties realigned. The story doesn't make sense. To say it was poorly written would be an understatement. As others have mentioned, this movie is a disservice toThis movie is filled with so many plot holes, you'll have to get your mental faculties realigned. The story doesn't make sense. To say it was poorly written would be an understatement. As others have mentioned, this movie is a disservice to Wonder Woman as her character and motivations are off base. Patty Jenkins must hate Wonder Woman.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,4,ShadPTR,Wow, what a piece of crap. I can't believe I wasted a few hours of time!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,1,ShamEn,Poor action, poor story line and logic even for super hero movie. Do not recommend!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,4,zkl,the sequel is just so over the top bad.  extremely forgettable. nonexistant action if not boring. weak fight choreography. bad special effects. weird cinematography. the first was so much better. steve trevor and diana's dynamic carried thethe sequel is just so over the top bad.  extremely forgettable. nonexistant action if not boring. weak fight choreography. bad special effects. weird cinematography. the first was so much better. steve trevor and diana's dynamic carried the first for most of its runtime. the first movie was pretty good for most of its runtime and then downhill near the end," This movie is downhill from the opening scene where they totally ""ignored"" established scenes from the first movie. ww84 is just peak nonsensical mediocrity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,0,Myliege2039,This movie was incredibly unfortunate. I enjoyed the previous Wonder Woman movie, and was looking forward to this one. However, about 10 minutes into the movie, it became evidently clear that the writing, characters, and story was goingThis movie was incredibly unfortunate. I enjoyed the previous Wonder Woman movie, and was looking forward to this one. However, about 10 minutes into the movie, it became evidently clear that the writing, characters, and story was going unoriginal and bland. It felt like this entire movie was written by somebody that had no experience in film or creative fields. All the issues and character’s challenges were incredibly clumsy and thoughtless. Every character had the most generic motivations, and their conflicts have unsatisfying conclusions. Please spend your Christmas watching something else because at the end of this movie, my family lamented wasting two and a half hours watching this hot mess.,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Creativerayn,Just no. The first half alone is unbearable, a movie that’s very aware of itself, really bad actors and a slow unforgettable first hour and a half especially.The first movie was brilliant this one didn’t need to be made. I did not enjoy theJust no. The first half alone is unbearable, a movie that’s very aware of itself, really bad actors and a slow unforgettable first hour and a half especially.The first movie was brilliant this one didn’t need to be made. I did not enjoy the majority of it - I loved Diana’s shoes, some of the effects was good but not a good movie. Flat jokes and cliche after cliche.,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,0,Antonio1312,The first was substantially better. CGI was bad, story was bad and the acting was stiff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,1,Thebricker,Bad acting, poor storyline and story telling, I don’t have a good thing to say other than the nostalgia it brought back for the 80’s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,0,BigDaddyDedrick,Horrible movie with no plot, unrealistic sequences (even for a superhero movie) and terrible choices made by the characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,3,Highandtight,This review contains spoilers, click expand to view.                                                                                               This movie had no consequences because at the end of the film everything was erased an set back to normal what a waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,Fl21usf,I wanted this sequel to be good.  Really good.  I was so let down after seeing this.  There’s so many problems that you can so lengthy reviews with paragraphs of issues. The biggest ones I felt were the slow start, the lack of humor, theI wanted this sequel to be good.  Really good.  I was so let down after seeing this.  There’s so many problems that you can so lengthy reviews with paragraphs of issues. The biggest ones I felt were the slow start, the lack of humor, the loose plot, and they jumped the shark a lot.  Remake this one please, just not in 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,1,Neeedles,I honestly thought this would be an average movie but oh no, this has to be the worst movie ive seen in years. Stupid plot with tons of plot holes, bad casting and dialogue, bad cgi fights...   Gal Gadot is great but she cannot save the movie alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,1,Goo4you,This is a trainwreck. I can't really describe how utterly cartoonish and hammy this movie is. The acting is like watching a Saturday morning cartoon, a low budget poorly made cartoon.Acting is stilted, the score is Carnival levels of goofy.This is a trainwreck. I can't really describe how utterly cartoonish and hammy this movie is. The acting is like watching a Saturday morning cartoon, a low budget poorly made cartoon.Acting is stilted, the score is Carnival levels of goofy. If you enjoyed the original, you're going to absolutely freak out at this movie for how abysmal it is. Truly, this is a failure in every way. Burn it with fire!,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Shamrok34,Surprisingly bad, I really like the first WW so I was hoping for a half way decent movie. The plot was incredibly muddled and honestly didn't make sense. That's usually okay in an action movie, but honestly there was hardly any actionSurprisingly bad, I really like the first WW so I was hoping for a half way decent movie. The plot was incredibly muddled and honestly didn't make sense. That's usually okay in an action movie, but honestly there was hardly any action either.What we were left with was a 2.5 hour slog of lazy writing, poor character development, a glaringly inconsistent setting and an incredibly over-the-top and/or cheesy performance by a lot of the cast. It's a shame too because these cast members are usually quite excellent in other roles. Thanks to the lackluster visual effects, incredibly cringey writing and rather underwhelming directing, these top-grade talents seem more like they're performing dress rehearsals for a high school play.,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,digoldy,Very disappointing.  As usual the acting was excellent (except for Pedro Pascal who overplayed the villain) but the writing was cliche and boring to watch.  My wish Is that I could recover the two and a half hours I wasted on this flick, andVery disappointing.  As usual the acting was excellent (except for Pedro Pascal who overplayed the villain) but the writing was cliche and boring to watch.  My wish Is that I could recover the two and a half hours I wasted on this flick, and I don't renounce that wish.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,0,Christiang7,DC once again ruining something. The cgi was horrible i dont understand what in the world they were thinking.,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,1,Ahlgren,Calling this movie action/fantasy is a lie, its more like a drama/romance.Story is so boring i kept look at the time.It felt like Kristen Wiig were doing a Saturday night sketch, and a bad one at that. The end scene i just felt so muchCalling this movie action/fantasy is a lie, its more like a drama/romance.Story is so boring i kept look at the time.It felt like Kristen Wiig were doing a Saturday night sketch, and a bad one at that.The end scene i just felt so much cringe, just wanted it to end.,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,3,6,FALSE,2,Jmanstarr,DC and WB can’t figure it out. I enjoyed the first outing but this movie is in the territory of Green Lantern. Boring story, plot holes, bad action sequences and laughable CGI, moments of bad acting and points where it just drags on and on.DC and WB can’t figure it out. I enjoyed the first outing but this movie is in the territory of Green Lantern. Boring story, plot holes, bad action sequences and laughable CGI, moments of bad acting and points where it just drags on and on.  And don’t get me started on the Deus ex Machina lasso that can do whatever it needs to given the moment. Very disappointed - had high hopes.,,,,,,,,,,,,,,,,,,,,,,,,,,
User,4,8,FALSE,3,Armadal,I have had high hopes for all Wonder Woman movies since the Batman vs Superman cameo but this was truly woeful. Cliche, underwhelming, and too long given the lack of a quality storyline. Way to ruin a franchise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,3,Mapelstone,A really poor movie that missed the mark in a lot of areas. Plot, pacing, cgi and more were all awful. Was a real let-down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,2,Pneg,It was just a bad movie. Terrible story. I kept watching hoping it would improve, it did not. First movie was a lot better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,2,4,FALSE,0,Thadvere,This review contains spoilers, click expand to view.                                                                                               Patty Jenkins and DC Comics should be embarrassed by this disaster. This was two and a half hours of my life I will never get back. I really liked the first Wonder Woman and went into this one with an open mind and positive attitude only to get an hour into the film and 'wishing' for it to be over. It is really that bad. If you are at least hoping for a cool 80's soundtrack to bring a little redemption to the film, you will disappointed there too. Not a single 80's song. This is absolutely the perfect film to put an exclamation point on 2020.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,DerpWizard,Holy crap, this movie. I just wanna say I personally loved the first one. My favourite DC film by far. But this one is a total abomination to anything even remotely related to Wonder Woman. The characters are terribly written, Chris Pine isHoly crap, this movie. I just wanna say I personally loved the first one. My favourite DC film by far. But this one is a total abomination to anything even remotely related to Wonder Woman. The characters are terribly written, Chris Pine is decent but is barely a part of it, there are only like 3 or 4 fight scenes in the film, and the villains are bad altogether, with Cheetah getting no satisfying conclusion and Max being an idiot Trump cosplayer. The film has zero pacing and by the 1 hour mark, you'll just wish it was over. I would not be surprised if this film oficcialy killed the DC film series. This movie makes Batman V Superman look like Shrek in quality comparison. (In that BVS was much better). Shame on you, Party Jenkins.,,,,,,,,,,,,,,,,,,,,,,,
User,1,2,FALSE,3,Jepsipepsi,Sorry, but that was boring. Trying to hard to make everyone be like in the 80s. Lame story. Like Aladdin with a not so bad bad guy.Had big hopes for this movie, so really disappointed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
